 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
20010806 092920 1365.57101 1366.01733 1365.12470 1366.42617 1365.54561
20010806 102920 1365.59272 1366.03812 1365.14733 1366.44697 1365.56821
20010806 112920 1365.82248  -99.00000 1365.36935  -99.00000 1365.79020
20010806 122920 1365.81202  -99.00000 1365.35889  -99.00000 1365.77970
20010806 132920 1365.82048  -99.00000 1365.36735  -99.00000 1365.78812
20010806 142920 1365.63052 1366.06058 1365.20046 1366.46944 1365.62120
20010806 152920 1365.60521 1366.09075 1365.11966 1366.49961 1365.54036
20010806 162920 1365.55118 1366.03539 1365.06697 1366.44425 1365.48764
20010806 172920 1365.55758 1366.03953 1365.07563 1366.44839 1365.49626
20010806 182920 1365.55070 1366.04437 1365.05704 1366.45323 1365.47763
20010806 192920 1365.61353 1366.09781 1365.12924 1366.50667 1365.54980
20010806 202920 1365.59802 1366.04304 1365.15300 1366.45191 1365.57351
20010806 212920 1365.58062 1366.02398 1365.13725 1366.43285 1365.55773
20010806 222920 1365.61204 1366.06142 1365.16265 1366.47029 1365.58309
20010806 232920 1365.59679 1366.02921 1365.16438 1366.43809 1365.58478
20010807 002920 1365.61448 1366.03785 1365.19112 1366.44673 1365.61149
20010807 012920 1365.63515 1366.05243 1365.21786 1366.46132 1365.63820
20010807 022920 1365.58821 1366.01767 1365.15874 1366.42656 1365.57905
20010807 032920 1365.58670 1366.01261 1365.16079 1366.42150 1365.58106
20010807 042920 1365.62240 1366.05585 1365.18895 1366.46474 1365.60920
20010807 052920 1365.61553 1366.04429 1365.18677 1366.45318 1365.60699
20010807 062920 1365.64813 1366.07672 1365.21954 1366.48562 1365.63973
20010807 072920 1365.66565 1366.09721 1365.23409 1366.50611 1365.65425
20010807 082920 1365.69887 1366.12530 1365.27244 1366.53420 1365.69257
20010807 092920 1365.65722 1366.08829 1365.22615 1366.49719 1365.64624
20010807 102920 1365.68657 1366.11053 1365.26262 1366.51943 1365.68268
20010807 112920 1365.65090 1366.08956 1365.21223 1366.49847 1365.63227
20010807 122920 1365.69261 1366.12895 1365.25626 1366.53786 1365.67627
20010807 132920 1365.70428 1366.15469 1365.25387 1366.56360 1365.67384
20010807 142920 1365.69560 1366.14373 1365.24747 1366.55264 1365.66741
20010807 152920 1365.69527 1366.16026 1365.23027 1366.56918 1365.65018
20010807 162920 1365.72446 1366.18340 1365.26552 1366.59232 1365.68540
20010807 172920 1365.72092 1366.18349 1365.25834 1366.59241 1365.67820
20010807 182920 1365.74579 1366.20548 1365.28611 1366.61440 1365.70594
20010807 192920 1365.76371 1366.21977 1365.30766 1366.62869 1365.72746
20010807 202920 1365.80084 1366.26225 1365.33942 1366.67118 1365.75919
20010807 212920 1365.79818 1366.25949 1365.33687 1366.66842 1365.75660
20010807 222920 1365.80933 1366.27858 1365.34008 1366.68751 1365.75979
20010807 232920 1365.83252 1366.28132 1365.38372 1366.69025 1365.80339
20010808 002920 1365.86874 1366.33455 1365.40292 1366.74349 1365.82256
20010808 012920 1365.86103 1366.31644 1365.40562 1366.72538 1365.82523
20010808 022920 1365.85268 1366.30903 1365.39632 1366.71797 1365.81591
20010808 032920 1365.83343 1366.28427 1365.38259 1366.69321 1365.80214
20010808 042920 1365.87401 1366.32140 1365.42661 1366.73035 1365.84613
20010808 052920 1365.90980 1366.35734 1365.46226 1366.76629 1365.88175
20010808 062920 1365.97833 1366.42988 1365.52678 1366.83883 1365.94624
20010808 072920 1365.95398 1366.40757 1365.50039 1366.81652 1365.91983
20010808 082920 1365.97737 1366.43325 1365.52149 1366.84221 1365.94090
20010808 092920 1365.95991 1366.41324 1365.50658 1366.82220 1365.92595
20010808 102920 1365.99449 1366.45013 1365.53885 1366.85909 1365.95820
20010808 112920 1365.93250 1366.39932 1365.46568 1366.80828 1365.88499
20010808 122920 1365.99371 1366.46200 1365.52542 1366.87097 1365.94471
20010808 132920 1365.93432 1366.40599 1365.46265 1366.81496 1365.88190
20010808 142920 1365.96886 1366.44028 1365.49744 1366.84925 1365.91667
20010808 152920 1365.99282 1366.46042 1365.52523 1366.86939 1365.94442
20010808 162920 1366.00485 1366.47465 1365.53504 1366.88363 1365.95421
20010808 172920 1365.98871 1366.46594 1365.51148 1366.87492 1365.93062
20010808 182920 1365.98451 1366.45598 1365.51304 1366.86496 1365.93215
20010808 192920 1365.99846 1366.45522 1365.54170 1366.86420 1365.96078
20010808 202920 1366.01502 1366.47950 1365.55054 1366.88849 1365.96959
20010808 212920 1366.01606 1366.48819 1365.54393 1366.89718 1365.96295
20010808 222920 1366.01337 1366.50033 1365.52642 1366.90932 1365.94541
20010808 232920 1365.99314 1366.47664 1365.50963 1366.88563 1365.92860
20010809 002920 1365.99738 1366.47070 1365.52405 1366.87970 1365.94298
20010809 012920 1366.08075 1366.55284 1365.60866 1366.96184 1366.02756
20010809 022920 1366.06911 1366.53373 1365.60449 1366.94273 1366.02336
20010809 032920 1366.07407 1366.54927 1365.59887 1366.95827 1366.01772
20010809 042920 1366.08585 1366.55785 1365.61385 1366.96686 1366.03266
20010809 052920 1366.10781 1366.57549 1365.64012 1366.98450 1366.05891
20010809 062920 1366.14053 1366.60543 1365.67563 1367.01444 1366.09439
20010809 072920 1366.16795 1366.62772 1365.70818 1367.03673 1366.12691
20010809 082920 1366.13499 1366.58910 1365.68089 1366.99812 1366.09958
20010809 092920 1366.17039 1366.61979 1365.72099 1367.02881 1366.13966
20010809 102920 1366.14434 1366.60258 1365.68610 1367.01160 1366.10474
20010809 112920 1366.19072 1366.64196 1365.73948 1367.05099 1366.15809
20010809 122920 1366.19442 1366.62425 1365.76458 1367.03328 1366.18316
20010809 132920 1366.20992 1366.65819 1365.76165 1367.06722 1366.18020
20010809 142920 1366.24152 1366.69543 1365.78762 1367.10446 1366.20614
20010809 152920 1366.22402 1366.67206 1365.77598 1367.08110 1366.19447
20010809 162920 1366.26144 1366.71440 1365.80849 1367.12344 1366.22695
20010809 172920 1366.25384 1366.70054 1365.80715 1367.10958 1366.22558
20010809 182920 1366.26000 1366.70943 1365.81057 1367.11846 1366.22897
20010809 192920 1366.24150 1366.71206 1365.77094 1367.12110 1366.18932
20010809 202920 1366.21581 1366.69855 1365.73306 1367.10759 1366.15141
20010809 212920 1366.21885 1366.69594 1365.74176 1367.10498 1366.16008
20010809 222920 1366.26506 1366.72913 1365.80099 1367.13818 1366.21927
20010809 232920 1366.24893 1366.70551 1365.79235 1367.11456 1366.21061
20010810 002920 1366.25951 1366.71270 1365.80631 1367.12175 1366.22455
20010810 012920 1366.28674 1366.72829 1365.84520 1367.13734 1366.26341
20010810 022920 1366.27201 1366.70247 1365.84155 1367.11153 1366.25974
20010810 032920 1366.29197 1366.74096 1365.84299 1367.15002 1366.26116
20010810 042920 1366.29835 1366.74600 1365.85071 1367.15506 1366.26886
20010810 052920 1366.25513 1366.69363 1365.81662 1367.10270 1366.23476
20010810 062920 1366.30767 1366.75997 1365.85537 1367.16904 1366.27349
20010810 072920 1366.29583 1366.74966 1365.84200 1367.15873 1366.26009
20010810 082920 1366.32103 1366.77830 1365.86377 1367.18737 1366.28185
20010810 092920 1366.29547 1366.75363 1365.83730 1367.16271 1366.25537
20010810 102920 1366.28630 1366.74087 1365.83174 1367.14995 1366.24978
20010810 112920 1366.28758 1366.74891 1365.82625 1367.15799 1366.24427
20010810 122920 1366.23011 1366.69559 1365.76463 1367.10468 1366.18264
20010810 132920 1366.23388 1366.69698 1365.77078 1367.10607 1366.18877
20010810 142920 1366.20668 1366.67627 1365.73710 1367.08536 1366.15507
20010810 152920 1366.17928 1366.64275 1365.71581 1367.05184 1366.13377
20010810 162920 1366.14972 1366.64429 1365.65514 1367.05338 1366.07308
20010810 172920 1366.09689 1366.57983 1365.61394 1366.98892 1366.03187
20010810 182920 1366.08055 1366.56247 1365.59863 1366.97156 1366.01653
20010810 192920 1366.06683 1366.53735 1365.59631 1366.94645 1366.01420
20010810 202920 1366.04018 1366.49964 1365.58072 1366.90874 1365.99859
20010810 212920 1366.02328 1366.50868 1365.53789 1366.91778 1365.95575
20010810 222920 1366.00313 1366.47996 1365.52630 1366.88907 1365.94414
20010810 232920 1365.96943 1366.43981 1365.49905 1366.84892 1365.91688
20010811 002920 1365.95092 1366.41124 1365.49060 1366.82035 1365.90841
20010811 012920 1365.93392 1366.39247 1365.47536 1366.80159 1365.89316
20010811 022920 1365.92005 1366.40466 1365.43544 1366.81378 1365.85323
20010811 032920 1365.91340 1366.37014 1365.45665 1366.77926 1365.87443
20010811 042920 1365.88524 1366.34608 1365.42440 1366.75521 1365.84216
20010811 052920 1365.85844 1366.33068 1365.38621 1366.73980 1365.80395
20010811 062920 1365.83461 1366.29716 1365.37206 1366.70628 1365.78980
20010811 072920 1365.80703 1366.26960 1365.34446 1366.67872 1365.76218
20010811 082920 1365.79039 1366.25318 1365.32760 1366.66231 1365.74531
20010811 092920 1365.79861 1366.26077 1365.33645 1366.66990 1365.75415
20010811 102920 1365.78833 1366.25406 1365.32261 1366.66319 1365.74029
20010811 112920 1365.72648 1366.19994 1365.25302 1366.60908 1365.67070
20010811 122920 1365.72722 1366.19208 1365.26236 1366.60122 1365.68002
20010811 132920 1365.73035 1366.20032 1365.26039 1366.60946 1365.67804
20010811 142920 1365.74523 1366.20056 1365.28990 1366.60970 1365.70754
20010811 152920 1365.76593 1366.23834 1365.29352 1366.64749 1365.71115
20010811 162920 1365.76704 1366.22403 1365.31005 1366.63318 1365.72767
20010811 172920 1365.76687 1366.21896 1365.31478 1366.62812 1365.73239
20010811 182920 1365.77844 1366.23200 1365.32488 1366.64116 1365.74248
20010811 192920 1365.76597 1366.22654 1365.30539 1366.63569 1365.72299
20010811 202920 1365.74511 1366.21172 1365.27850 1366.62088 1365.69609
20010811 212920 1365.73620 1366.19746 1365.27494 1366.60662 1365.69252
20010811 222920 1365.77511 1366.24735 1365.30288 1366.65651 1365.72044
20010811 232920 1365.76279 1366.23413 1365.29144 1366.64330 1365.70900
20010812 002920 1365.73386 1366.20582 1365.26189 1366.61499 1365.67944
20010812 012920 1365.76872 1366.24371 1365.29374 1366.65288 1365.71128
20010812 022920 1365.78134 1366.25239 1365.31029 1366.66157 1365.72782
20010812 032920 1365.79532 1366.25128 1365.33936 1366.66046 1365.75688
20010812 042920 1365.77859 1366.24607 1365.31112 1366.65525 1365.72864
20010812 052920 1365.81860 1366.29295 1365.34424 1366.70214 1365.76175
20010812 062920 1365.81562 1366.27899 1365.35225 1366.68817 1365.76975
20010812 072920 1365.79920 1366.25055 1365.34785 1366.65973 1365.76534
20010812 082920 1365.81495 1366.26766 1365.36224 1366.67685 1365.77973
20010812 092920 1365.77749 1366.24080 1365.31418 1366.64999 1365.73167
20010812 102920 1365.80631 1366.26324 1365.34938 1366.67243 1365.76686
20010812 112920 1365.78560 1366.25907 1365.31212 1366.66827 1365.72960
20010812 122920 1365.80517 1366.27586 1365.33448 1366.68506 1365.75195
20010812 132920 1365.79525 1366.28365 1365.30686 1366.69285 1365.72432
20010812 142920 1365.78980 1366.27573 1365.30386 1366.68494 1365.72132
20010812 152920 1365.78872 1366.27002 1365.30742 1366.67922 1365.72487
20010812 162920 1365.79327 1366.27171 1365.31483 1366.68091 1365.73228
20010812 172920 1365.77533 1366.26899 1365.28166 1366.67820 1365.69911
20010812 182920 1365.79929 1366.29153 1365.30705 1366.70074 1365.72449
20010812 192920 1365.82012 1366.30477 1365.33546 1366.71398 1365.75290
20010812 202920 1365.82599 1366.30875 1365.34323 1366.71797 1365.76066
20010812 212920 1365.81716 1366.29204 1365.34228 1366.70126 1365.75971
20010812 222920 1365.86169 1366.34703 1365.37635 1366.75625 1365.79378
20010812 232920 1365.87748 1366.32966 1365.42530 1366.73889 1365.84272
20010813 002920 1365.88448 1366.33700 1365.43196 1366.74623 1365.84937
20010813 012920 1365.89397 1366.35488 1365.43306 1366.76411 1365.85045
20010813 022920 1365.84754 1366.32882 1365.36626 1366.73805 1365.78363
20010813 032920 1365.87663 1366.35956 1365.39370 1366.76879 1365.81105
20010813 042920 1365.87731 1366.36194 1365.39268 1366.77118 1365.81000
20010813 052920 1365.88668 1366.36563 1365.40772 1366.77487 1365.82502
20010813 062920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20010813 072920 1365.91557 1366.36895  -99.00000 1366.77820  -99.00000
20010813 082920 1365.92795 1366.38134  -99.00000 1366.79059  -99.00000
20010813 092920 1365.93458 1366.38798  -99.00000 1366.79722  -99.00000
20010813 102920 1365.97178 1366.41256 1365.53100 1366.82181 1365.94817
20010813 112920 1365.92573 1366.39360 1365.45786 1366.80285 1365.87501
20010813 122920 1365.93692 1366.40229 1365.47156 1366.81154 1365.88868
20010813 132920 1365.94469 1366.41733 1365.47204 1366.82659 1365.88913
20010813 142920 1365.98601 1366.47171 1365.50030 1366.88097 1365.91737
20010813 152920 1365.99129 1366.45915 1365.52344 1366.86841 1365.94048
20010813 162920 1365.97853 1366.43763 1365.51943 1366.84690 1365.93644
20010813 172920 1366.01700 1366.46662 1365.56737 1366.87589 1365.98436
20010813 182920 1366.06138 1366.50975 1365.61301 1366.91902 1366.02997
20010813 192920 1366.07260 1366.51129 1365.63390 1366.92056 1366.05084
20010813 202920 1366.04700 1366.48088 1365.61312 1366.89015 1366.03002
20010813 212920 1366.08253 1366.54121 1365.62385 1366.95049 1366.04072
20010813 222920 1366.11010 1366.56475 1365.65544 1366.97403 1366.07228
20010813 232920 1366.11606 1366.57084 1365.66128 1366.98012 1366.07810
20010814 002920 1366.15338 1366.60102 1365.70574 1367.01031 1366.12252
20010814 012920 1366.16526 1366.60916 1365.72137 1367.01845 1366.13812
20010814 022920 1366.18517 1366.62234 1365.74799 1367.03163 1366.16471
20010814 032920 1366.20937 1366.63568 1365.78306 1367.04497 1366.19975
20010814 042920 1366.16979 1366.64022 1365.69937 1367.04951 1366.11603
20010814 052920 1366.20716 1366.66975 1365.74457 1367.07905 1366.16120
20010814 062920 1366.13885 1366.57529 1365.70241 1366.98459 1366.11901
20010814 072920 1366.18833 1366.62788 1365.74879 1367.03718 1366.16536
20010814 082920 1366.24093 1366.67221 1365.80966 1367.08152 1366.22619
20010814 092920 1366.25052 1366.67840 1365.82264 1367.08770 1366.23914
20010814 102920 1366.28845 1366.71478 1365.86212 1367.12409 1366.27859
20010814 112920 1366.26962 1366.70384 1365.83540 1367.11315 1366.25184
20010814 122920 1366.27441 1366.72106 1365.82776 1367.13037 1366.24416
20010814 132920 1366.29242 1366.74919 1365.83564 1367.15851 1366.25202
20010814 142920 1366.29472 1366.77438 1365.81506 1367.18370 1366.23140
20010814 152920 1366.33797 1366.80787 1365.86808 1367.21719 1366.28438
20010814 162920 1366.33343 1366.81050 1365.85635 1367.21983 1366.27262
20010814 172920 1366.32910 1366.79186 1365.86635 1367.20119 1366.28258
20010814 182920 1366.32257 1366.77862 1365.86652 1367.18795 1366.28272
20010814 192920 1366.34193 1366.75726 1365.92660 1367.16659 1366.34276
20010814 202920 1366.34252 1366.78070 1365.90435 1367.19003 1366.32048
20010814 212920 1366.35950 1366.81363 1365.90537 1367.22297 1366.32146
20010814 222920 1366.36307 1366.83642 1365.88971 1367.24576 1366.30577
20010814 232920 1366.37001 1366.83020 1365.90981 1367.23955 1366.32583
20010815 002920 1366.35981 1366.81134 1365.90828 1367.22068 1366.32426
20010815 012920 1366.38463 1366.82570 1365.94357 1367.23504 1366.35951
20010815 022920 1366.39499 1366.85151 1365.93847 1367.26086 1366.35437
20010815 032920 1366.38881 1366.83665 1365.94097 1367.24600 1366.35684
20010815 042920 1366.42006 1366.88553 1365.95458 1367.29489 1366.37041
20010815 052920 1366.35893 1366.81012 1365.90774 1367.21948 1366.32353
20010815 062920 1366.38377 1366.81896 1365.94859 1367.22831 1366.36434
20010815 072920 1366.43278 1366.84769 1366.01786 1367.25705 1366.43357
20010815 082920 1366.43479 1366.83528 1366.03430 1367.24464 1366.44998
20010815 092920 1366.48134 1366.87706 1366.08561 1367.28643 1366.50125
20010815 102920 1366.53828  -99.00000 1366.08472  -99.00000 1366.50031
20010815 112920 1366.55513  -99.00000 1366.10156  -99.00000 1366.51711
20010815 122920 1366.51189  -99.00000 1366.05833  -99.00000 1366.47384
20010815 132920 1366.53186  -99.00000 1366.07829  -99.00000 1366.49376
20010815 142920 1366.56417  -99.00000 1366.11059  -99.00000 1366.52602
20010815 152920 1366.53255  -99.00000 1366.07898  -99.00000 1366.49437
20010815 162920 1366.50193 1366.93895 1366.06490 1367.34834 1366.48024
20010815 172920 1366.48177 1366.92105 1366.04249 1367.33044 1366.45779
20010815 182920 1366.49646 1366.95014 1366.04279 1367.35953 1366.45805
20010815 192920 1366.52315 1366.98927 1366.05702 1367.39866 1366.47224
20010815 202920 1366.49806 1366.96185 1366.03426 1367.37124 1366.44944
20010815 212920 1366.45060 1366.92339 1365.97780 1367.33279 1366.39293
20010815 222920 1366.51577 1366.98453 1366.04701 1367.39393 1366.46209
20010815 232920 1366.49236 1366.95287 1366.03186 1367.36227 1366.44690
20010816 002920 1366.44896 1366.90520 1365.99272 1367.31461 1366.40772
20010816 012920 1366.47650 1366.93399 1366.01901 1367.34339 1366.43396
20010816 022920 1366.51461 1366.98982 1366.03939 1367.39923 1366.45430
20010816 032920 1366.49830 1366.96986 1366.02674 1367.37927 1366.44160
20010816 042920 1366.50917 1366.96730 1366.05105 1367.37671 1366.46586
20010816 052920 1366.54793 1367.01168 1366.08418 1367.42110 1366.49895
20010816 062920 1366.47741 1366.93297 1366.02186 1367.34239 1366.43658
20010816 072920 1366.52354 1366.99005 1366.05703 1367.39947 1366.47170
20010816 082920 1366.52913 1366.98939 1366.06887 1367.39881 1366.48349
20010816 092920 1366.55943 1367.01822 1366.10063 1367.42765 1366.51520
20010816 102920 1366.62186 1367.09413 1366.14959 1367.50355 1366.56411
20010816 112920 1366.59521 1367.05055 1366.13988 1367.45998 1366.55436
20010816 122920 1366.62500 1367.07803 1366.17197 1367.48746 1366.58640
20010816 132920 1366.64620 1367.11067 1366.18174 1367.52010 1366.59612
20010816 142920 1366.66834 1367.12755 1366.20912 1367.53699 1366.62344
20010816 152920 1366.63751 1367.10004 1366.17499 1367.50948 1366.58926
20010816 162920 1366.68126 1367.13232 1366.23019 1367.54177 1366.64442
20010816 172920 1366.70802 1367.17026 1366.24578 1367.57970 1366.65995
20010816 182920 1366.70287 1367.17170 1366.23404 1367.58114 1366.64816
20010816 192920 1366.71107 1367.18423 1366.23791 1367.59368 1366.65198
20010816 202920 1366.67597 1367.14957 1366.20238 1367.55902 1366.61639
20010816 212920 1366.71991 1367.17080 1366.26903 1367.58026 1366.68299
20010816 222920 1366.74800 1367.18294 1366.31305 1367.59239 1366.72697
20010816 232920 1366.77842 1367.21727 1366.33957 1367.62673 1366.75342
20010817 002920 1366.75772 1367.19756 1366.31788 1367.60702 1366.73168
20010817 012920 1366.77142 1367.21154 1366.33129 1367.62101 1366.74504
20010817 022920 1366.78068 1367.22308 1366.33828 1367.63255 1366.75197
