 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
19960212 232920 1365.40864 1365.87174  -99.00000 1365.87504  -99.00000
19960213 002920 1365.39784 1365.86093  -99.00000 1365.86429  -99.00000
19960213 012920 1365.42123 1365.88433  -99.00000 1365.88773  -99.00000
19960213 022920 1365.42843 1365.89153  -99.00000 1365.89498  -99.00000
19960213 032920 1365.40509 1365.86818  -99.00000 1365.87168  -99.00000
19960213 042920 1365.38185 1365.84493  -99.00000 1365.84848  -99.00000
19960213 052920 1365.39702 1365.86010  -99.00000 1365.86371  -99.00000
19960213 062920 1365.44095 1365.90405  -99.00000 1365.90770  -99.00000
19960213 072920 1365.40558 1365.86866  -99.00000 1365.87236  -99.00000
19960213 082920 1365.40948 1365.87257  -99.00000 1365.87632  -99.00000
19960213 092920 1365.41277 1365.87585  -99.00000 1365.87965  -99.00000
19960213 102920 1365.41978 1365.88286  -99.00000 1365.88671  -99.00000
19960213 112920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960213 122920 1365.38461 1365.84768  -99.00000 1365.85162  -99.00000
19960213 132920 1365.39213 1365.85519  -99.00000 1365.85919  -99.00000
19960213 142920 1365.39894 1365.86200  -99.00000 1365.86604  -99.00000
19960213 152920 1365.43127 1365.89434  -99.00000 1365.89843  -99.00000
19960213 162920 1365.40672 1365.86977  -99.00000 1365.87392  -99.00000
19960213 172920 1365.38065 1365.84369  -99.00000 1365.84788  -99.00000
19960213 182920 1365.42488 1365.88793  -99.00000 1365.89218  -99.00000
19960213 192920 1365.43247 1365.89552  -99.00000 1365.89981  -99.00000
19960213 202920 1365.39085 1365.85387  -99.00000 1365.85822  -99.00000
19960213 212920 1365.43636 1365.89940  -99.00000 1365.90380  -99.00000
19960213 222920 1365.42503 1365.88806  -99.00000 1365.89250  -99.00000
19960213 232920 1365.38704 1365.85005  -99.00000 1365.85455  -99.00000
19960214 002920 1365.38475 1365.84775  -99.00000 1365.85229  -99.00000
19960214 012920 1365.34333 1365.80631  -99.00000 1365.81089  -99.00000
19960214 022920 1365.37174 1365.83472  -99.00000 1365.83933  -99.00000
19960214 032920 1365.39911 1365.86209  -99.00000 1365.86673  -99.00000
19960214 042920 1365.44906 1365.91205  -99.00000 1365.91672  -99.00000
19960214 052920 1365.40265 1365.86562  -99.00000 1365.87033  -99.00000
19960214 062920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960214 072920 1365.39685 1365.85980  -99.00000 1365.86456  -99.00000
19960214 082920 1365.38887 1365.85181  -99.00000 1365.85660  -99.00000
19960214 092920 1365.40185 1365.86478  -99.00000 1365.86961  -99.00000
19960214 102920 1365.39679 1365.85971  -99.00000 1365.86456  -99.00000
19960214 112920 1365.37996 1365.84287  -99.00000 1365.84775  -99.00000
19960214 122920 1365.34825 1365.81113  -99.00000 1365.81605  -99.00000
19960214 132920 1365.37163 1365.83452  -99.00000 1365.83946  -99.00000
19960214 142920 1365.35360 1365.81647  -99.00000 1365.82143  -99.00000
19960214 152920 1365.35028 1365.81314  -99.00000 1365.81814  -99.00000
19960214 162920 1365.36557 1365.82842  -99.00000 1365.83345  -99.00000
19960214 172920 1365.38099 1365.84384  -99.00000 1365.84889  -99.00000
19960214 182920 1365.35358 1365.81642  -99.00000 1365.82150  -99.00000
19960214 192920 1365.34125 1365.80407  -99.00000 1365.80917  -99.00000
19960214 202920 1365.38252 1365.84534  -99.00000 1365.85047  -99.00000
19960214 212920 1365.38600 1365.84881  -99.00000 1365.85397  -99.00000
19960214 222920 1365.36392 1365.82671  -99.00000 1365.83189  -99.00000
19960214 232920 1365.37021 1365.83300  -99.00000 1365.83820  -99.00000
19960215 002920 1365.40863 1365.87142  -99.00000 1365.87665  -99.00000
19960215 012920 1365.42687 1365.88966  -99.00000 1365.89491  -99.00000
19960215 022920 1365.40689 1365.86966  -99.00000 1365.87494  -99.00000
19960215 032920 1365.42972 1365.89249  -99.00000 1365.89779  -99.00000
19960215 042920 1365.42625 1365.88901  -99.00000 1365.89433  -99.00000
19960215 052920 1365.35892 1365.82165  -99.00000 1365.82699  -99.00000
19960215 062920 1365.41036 1365.87309  -99.00000 1365.87845  -99.00000
19960215 072920 1365.42008 1365.88280  -99.00000 1365.88818  -99.00000
19960215 082920 1365.40249 1365.86519  -99.00000 1365.87060  -99.00000
19960215 092920 1365.45017 1365.91288  -99.00000 1365.91831  -99.00000
19960215 102920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960215 112920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960215 122920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960215 132920 1365.40477 1365.86742  -99.00000 1365.87293  -99.00000
19960215 142920 1365.42848 1365.89112  -99.00000 1365.89665  -99.00000
19960215 152920 1365.35691 1365.81951  -99.00000 1365.82506  -99.00000
19960215 162920 1365.37918 1365.84177  -99.00000 1365.84734  -99.00000
19960215 172920 1365.37446 1365.83704  -99.00000 1365.84262  -99.00000
19960215 182920 1365.36697 1365.82954  -99.00000 1365.83513  -99.00000
19960215 192920 1365.36045 1365.82300  -99.00000 1365.82861  -99.00000
19960215 202920 1365.36966 1365.83219  -99.00000 1365.83782  -99.00000
19960215 212920 1365.33537 1365.79789  -99.00000 1365.80353  -99.00000
19960215 222920 1365.36643 1365.82894  -99.00000 1365.83460  -99.00000
19960215 232920 1365.33430 1365.79678  -99.00000 1365.80245  -99.00000
19960216 002920 1365.39280 1365.85529  -99.00000 1365.86098  -99.00000
19960216 012920 1365.35669 1365.81915  -99.00000 1365.82485  -99.00000
19960216 022920 1365.41892 1365.88139  -99.00000 1365.88711  -99.00000
19960216 032920 1365.44400 1365.90646  -99.00000 1365.91219  -99.00000
19960216 042920 1365.41437 1365.87680  -99.00000 1365.88255  -99.00000
19960216 052920 1365.37189 1365.83428  -99.00000 1365.84004  -99.00000
19960216 062920 1365.42651 1365.88891  -99.00000 1365.89468  -99.00000
19960216 072920 1365.41771 1365.88009  -99.00000 1365.88587  -99.00000
19960216 082920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960216 092920 1365.43013 1365.89248  -99.00000 1365.89829  -99.00000
19960216 102920 1365.44268 1365.90502  -99.00000 1365.91083  -99.00000
19960216 112920 1365.46152 1365.92384  -99.00000 1365.92967  -99.00000
19960216 122920 1365.44202 1365.90432  -99.00000 1365.91016  -99.00000
19960216 132920 1365.45590 1365.91821  -99.00000 1365.92405  -99.00000
19960216 142920 1365.44102 1365.90331  -99.00000 1365.90917  -99.00000
19960216 152920 1365.45197 1365.91425  -99.00000 1365.92012  -99.00000
19960216 162920 1365.43746 1365.89973  -99.00000 1365.90561  -99.00000
19960216 172920 1365.40304 1365.86530  -99.00000 1365.87118  -99.00000
19960216 182920 1365.41439 1365.87664  -99.00000 1365.88253  -99.00000
19960216 192920 1365.37847 1365.84070  -99.00000 1365.84660  -99.00000
19960216 202920 1365.39150 1365.85374  -99.00000 1365.85964  -99.00000
19960216 212920 1365.41805 1365.88028  -99.00000 1365.88619  -99.00000
19960216 222920 1365.41263 1365.87486  -99.00000 1365.88078  -99.00000
19960216 232920 1365.41538 1365.87760  -99.00000 1365.88353  -99.00000
19960217 002920 1365.34912 1365.81132  -99.00000 1365.81726  -99.00000
19960217 012920 1365.38799 1365.85020  -99.00000 1365.85617  -99.00000
19960217 022920 1365.41130 1365.87352  -99.00000 1365.87952  -99.00000
19960217 032920 1365.40723 1365.86944  -99.00000 1365.87547  -99.00000
19960217 042920 1365.44101 1365.90324  -99.00000 1365.90930  -99.00000
19960217 052920 1365.42801 1365.89022  -99.00000 1365.89632  -99.00000
19960217 062920 1365.39867 1365.86088  -99.00000 1365.86701  -99.00000
19960217 072920 1365.42247 1365.88468  -99.00000 1365.89085  -99.00000
19960217 082920 1365.42597 1365.88819  -99.00000 1365.89439  -99.00000
19960217 092920 1365.39226 1365.85447  -99.00000 1365.86070  -99.00000
19960217 102920 1365.36213 1365.82433  -99.00000 1365.83060  -99.00000
19960217 112920 1365.44506 1365.90729  -99.00000 1365.91359  -99.00000
19960217 122920 1365.41069 1365.87291  -99.00000 1365.87924  -99.00000
19960217 132920 1365.42215 1365.88436  -99.00000 1365.89074  -99.00000
19960217 142920 1365.43664 1365.89885  -99.00000 1365.90526  -99.00000
19960217 152920 1365.42398 1365.88618  -99.00000 1365.89262  -99.00000
19960217 162920 1365.44015 1365.90235  -99.00000 1365.90883  -99.00000
19960217 172920 1365.43457 1365.89675  -99.00000 1365.90327  -99.00000
19960217 182920 1365.43163 1365.89381  -99.00000 1365.90036  -99.00000
19960217 192920 1365.41498 1365.87714  -99.00000 1365.88373  -99.00000
19960217 202920 1365.37348 1365.83562  -99.00000 1365.84225  -99.00000
19960217 212920 1365.38945 1365.85158  -99.00000 1365.85825  -99.00000
19960217 222920 1365.41793 1365.88007  -99.00000 1365.88677  -99.00000
19960217 232920 1365.43312 1365.89525  -99.00000 1365.90200  -99.00000
19960218 002920 1365.40665 1365.86876  -99.00000 1365.87554  -99.00000
19960218 012920 1365.46285 1365.92497  -99.00000 1365.93179  -99.00000
19960218 022920 1365.41899 1365.88108  -99.00000 1365.88794  -99.00000
19960218 032920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960218 042920 1365.46104 1365.92312  -99.00000 1365.93006  -99.00000
19960218 052920 1365.44064 1365.90270  -99.00000 1365.90968  -99.00000
19960218 062920 1365.44330 1365.90535  -99.00000 1365.91237  -99.00000
19960218 072920 1365.47861 1365.94067  -99.00000 1365.94773  -99.00000
19960218 082920 1365.45218 1365.91421  -99.00000 1365.92131  -99.00000
19960218 092920 1365.46673 1365.92876  -99.00000 1365.93590  -99.00000
19960218 102920 1365.47051 1365.93252  -99.00000 1365.93971  -99.00000
19960218 112920 1365.45296 1365.91496  -99.00000 1365.92219  -99.00000
19960218 122920 1365.43995 1365.90193  -99.00000 1365.90920  -99.00000
19960218 132920 1365.42243 1365.88440  -99.00000 1365.89171  -99.00000
19960218 142920 1365.45750 1365.91946  -99.00000 1365.92682  -99.00000
19960218 152920 1365.45333 1365.91528  -99.00000 1365.92269  -99.00000
19960218 162920 1365.47508 1365.93703  -99.00000 1365.94448  -99.00000
19960218 172920 1365.47226 1365.93420  -99.00000 1365.94169  -99.00000
19960218 182920 1365.46297 1365.92490  -99.00000 1365.93244  -99.00000
19960218 192920 1365.43826 1365.90017  -99.00000 1365.90775  -99.00000
19960218 202920 1365.44330 1365.90520  -99.00000 1365.91283  -99.00000
19960218 212920 1365.46379 1365.92569  -99.00000 1365.93336  -99.00000
19960218 222920 1365.45959 1365.92147  -99.00000 1365.92919  -99.00000
19960218 232920 1365.48712 1365.94900  -99.00000 1365.95677  -99.00000
19960219 002920 1365.45394 1365.91580  -99.00000 1365.92361  -99.00000
19960219 012920 1365.46563 1365.92749  -99.00000 1365.93535  -99.00000
19960219 022920 1365.47624 1365.93809  -99.00000 1365.94600  -99.00000
19960219 032920 1365.48532 1365.94716  -99.00000 1365.95511  -99.00000
19960219 042920 1365.46922 1365.93105  -99.00000 1365.93905  -99.00000
19960219 052920 1365.45233 1365.91414  -99.00000 1365.92219  -99.00000
19960219 062920 1365.45600 1365.91780  -99.00000 1365.92590  -99.00000
19960219 072920 1365.43020 1365.89198  -99.00000 1365.90013  -99.00000
19960219 082920 1365.43986 1365.90163  -99.00000 1365.90983  -99.00000
19960219 092920 1365.42847 1365.89023  -99.00000 1365.89848  -99.00000
19960219 102920 1365.43557 1365.89733  -99.00000 1365.90562  -99.00000
19960219 112920 1365.46298 1365.92473  -99.00000 1365.93308  -99.00000
19960219 122920 1365.44044 1365.90217  -99.00000 1365.91056  -99.00000
19960219 132920 1365.42644 1365.88816  -99.00000 1365.89660  -99.00000
19960219 142920 1365.44290 1365.90461  -99.00000 1365.91311  -99.00000
19960219 152920 1365.45190 1365.91360  -99.00000 1365.92215  -99.00000
19960219 162920 1365.45013 1365.91181  -99.00000 1365.92041  -99.00000
19960219 172920 1365.44897 1365.91065  -99.00000 1365.91930  -99.00000
19960219 182920 1365.46911 1365.93078  -99.00000 1365.93948  -99.00000
19960219 192920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960219 202920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960219 212920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960219 222920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960219 232920 1365.52865 1365.99027  -99.00000 1365.99924  -99.00000
19960220 002920 1365.48329 1365.94489  -99.00000 1365.95391  -99.00000
19960220 012920 1365.50491 1365.96650  -99.00000 1365.97557  -99.00000
19960220 022920 1365.54862 1366.01021  -99.00000 1366.01932  -99.00000
19960220 032920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960220 042920 1365.45203 1365.91356  -99.00000 1365.92276  -99.00000
19960220 052920 1365.51717 1365.97871  -99.00000 1365.98795  -99.00000
19960220 062920 1365.50630 1365.96782  -99.00000 1365.97711  -99.00000
19960220 072920 1365.52594 1365.98745  -99.00000 1365.99679  -99.00000
19960220 082920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960220 092920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960220 102920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960220 112920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960220 122920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960220 132920 1365.53816 1365.99958  -99.00000 1366.00919  -99.00000
19960220 142920 1365.55832 1366.01974  -99.00000 1366.02939  -99.00000
19960220 152920 1365.53983 1366.00123  -99.00000 1366.01093  -99.00000
19960220 162920 1365.54129 1366.00269  -99.00000 1366.01243  -99.00000
19960220 172920 1365.55391 1366.01530  -99.00000 1366.02508  -99.00000
19960220 182920 1365.54207 1366.00344  -99.00000 1366.01327  -99.00000
19960220 192920 1365.52046 1365.98181  -99.00000 1365.99168  -99.00000
19960220 202920 1365.55837 1366.01972  -99.00000 1366.02964  -99.00000
19960220 212920 1365.55290 1366.01423  -99.00000 1366.02420  -99.00000
19960220 222920 1365.56845 1366.02978  -99.00000 1366.03979  -99.00000
19960220 232920 1365.52543 1365.98673  -99.00000 1365.99679  -99.00000
19960221 002920 1365.58295 1366.04426  -99.00000 1366.05437  -99.00000
19960221 012920 1365.56056 1366.02185  -99.00000 1366.03200  -99.00000
19960221 022920 1365.56437 1366.02565  -99.00000 1366.03584  -99.00000
19960221 032920 1365.56018 1366.02145  -99.00000 1366.03169  -99.00000
19960221 042920 1365.50951 1365.97074  -99.00000 1365.98103  -99.00000
19960221 052920 1365.58381 1366.04506  -99.00000 1366.05539  -99.00000
19960221 062920 1365.58146 1366.04269  -99.00000 1366.05307  -99.00000
19960221 072920 1365.56818 1366.02940  -99.00000 1366.03983  -99.00000
19960221 082920 1365.56401 1366.02522  -99.00000 1366.03569  -99.00000
19960221 092920 1365.59994 1366.06115  -99.00000 1366.07166  -99.00000
19960221 102920 1365.58665 1366.04785  -99.00000 1366.05841  -99.00000
19960221 112920 1365.59171 1366.05290  -99.00000 1366.06351  -99.00000
19960221 122920 1365.57977 1366.04094  -99.00000 1366.05160  -99.00000
19960221 132920 1365.57867 1366.03984  -99.00000 1366.05054  -99.00000
19960221 142920 1365.52192 1365.98305  -99.00000 1365.99380  -99.00000
19960221 152920 1365.60215 1366.06330  -99.00000 1366.07410  -99.00000
19960221 162920 1365.58746 1366.04860  -99.00000 1366.05945  -99.00000
19960221 172920 1365.56239 1366.02351  -99.00000 1366.03440  -99.00000
19960221 182920 1365.55250 1366.01362  -99.00000 1366.02455  -99.00000
19960221 192920 1365.57800 1366.03912  -99.00000 1366.05010  -99.00000
19960221 202920 1365.55810 1366.01921  -99.00000 1366.03023  -99.00000
19960221 212920 1365.54427 1366.00536  -99.00000 1366.01643  -99.00000
19960221 222920 1365.55176 1366.01285  -99.00000 1366.02397  -99.00000
19960221 232920 1365.54706 1366.00814  -99.00000 1366.01931  -99.00000
19960222 002920 1365.56603 1366.02711  -99.00000 1366.03833  -99.00000
19960222 012920 1365.56233 1366.02340  -99.00000 1366.03467  -99.00000
19960222 022920 1365.55974 1366.02081  -99.00000 1366.03212  -99.00000
19960222 032920 1365.57469 1366.03576  -99.00000 1366.04711  -99.00000
19960222 042920 1365.58719 1366.04825  -99.00000 1366.05966  -99.00000
19960222 052920 1365.60508 1366.06615  -99.00000 1366.07760  -99.00000
19960222 062920 1365.57180 1366.03285  -99.00000 1366.04434  -99.00000
19960222 072920 1365.54079 1366.00182 1365.25748 1366.01336 1365.32902
19960222 082920 1365.54484 1366.00587 1365.22480 1366.01746 1365.29755
19960222 092920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960222 102920 1365.59416 1366.05520  -99.00000 1366.06689  -99.00000
19960222 112920 1365.56185 1366.02286 1365.18520 1366.03459 1365.26152
19960222 122920 1365.58845 1366.04945 1365.23287 1366.06123 1365.31036
19960222 132920 1365.56738 1366.02836 1365.23159 1366.04019 1365.31026
19960222 142920 1365.54798 1366.00895 1365.21525 1366.02082 1365.29509
19960222 152920 1365.52590 1365.98684 1365.19603 1365.99877 1365.27703
19960222 162920 1365.55925 1366.02019 1365.20456 1366.03216 1365.28672
19960222 172920 1365.53703 1365.99794 1365.20724 1366.00996 1365.29056
19960222 182920 1365.56623 1366.02715 1365.21755 1366.03921 1365.30201
19960222 192920 1365.52265 1365.98353 1365.17887 1365.99565 1365.26448
19960222 202920 1365.54071 1366.00158 1365.17773 1366.01374 1365.26448
19960222 212920 1365.53778 1365.99864 1365.12213 1366.01085 1365.21002
19960222 222920 1365.53516 1365.99600 1365.14963 1366.00826 1365.23865
19960222 232920 1365.53255 1365.99337 1365.12687 1366.00568 1365.21702
19960223 002920 1365.56597 1366.02679 1365.17975 1366.03914 1365.27080
19960223 012920 1365.55308 1366.01387 1365.13647 1366.02627 1365.22818
19960223 022920 1365.55368 1366.01445 1365.12383 1366.02689 1365.21618
19960223 032920 1365.54074 1366.00150 1365.07100 1366.01398 1365.16398
19960223 042920 1365.57491 1366.03565 1365.16198 1366.04818 1365.25556
19960223 052920 1365.54624 1366.00696 1365.15538 1366.01953 1365.24955
19960223 062920 1365.56534 1366.02605 1365.17106 1366.03866 1365.26580
19960223 072920 1365.53679 1365.99746 1365.15241 1366.01012 1365.24771
19960223 082920 1365.56975 1366.03041 1365.17758 1366.04312 1365.27342
19960223 092920 1365.53405 1365.99469 1365.12746 1366.00743 1365.22382
19960223 102920 1365.57630 1366.03693 1365.19640 1366.04972 1365.29327
19960223 112920 1365.53158 1365.99217 1365.18529 1366.00500 1365.28265
19960223 122920 1365.55389 1366.01448 1365.22126 1366.02736 1365.31909
